[ml]	pH	L_titrant	sim	wt
0	6.645	0	1	1
0.05	6.63	5e-05	1	1
0.1	8.442	1e-04	1	1
0.15	9.288	0.00015	1	1
0.2	9.68	2e-04	1	1
0.25	9.967	0.00025	1	1
0.3	10.203	3e-04	1	1
0.35	10.373	0.00035	1	1
0.4	10.524	4e-04	1	1
0.45	10.646	0.00045	1	1
0.5	10.737	5e-04	1	1
0.55	10.828	0.00055	1	1
0.6	10.903	6e-04	1	1
0.65	10.979	0.00065	1	1
0.7	11.039	7e-04	1	1
