[ml]	pH	L_titrant	sim	wt
0	5.948	0	1	1
0.05	5.481	5e-05	1	1
0.1	4.505	1e-04	1	1
0.15	4.055	0.00015	1	1
0.2	3.757	2e-04	1	1
0.25	3.505	0.00025	1	1
0.3	3.342	3e-04	1	1
0.35	3.208	0.00035	1	1
0.4	3.089	4e-04	1	1
0.45	2.995	0.00045	1	1
