[ml]	pH	L_titrant	sim	wt
0	6.237	0	1	1
0.05	8.208	5e-05	1	1
0.1	9.85	1e-04	1	1
0.15	10.223	0.00015	1	1
0.2	10.477	2e-04	1	1
0.25	10.671	0.00025	1	1
0.3	10.806	3e-04	1	1
0.35	10.91	0.00035	1	1
0.4	11	4e-04	1	1
0.45	11.073	0.00045	1	1
