[ml]	pH	L_titrant	sim	wt
0	6.154	0	1	1
0.05	6.142	5e-05	1	1
0.1	6.363	1e-04	1	1
0.15	7.039	0.00015	1	1
0.2	7.731	2e-04	1	1
0.25	8.415	0.00025	1	1
0.3	9.011	3e-04	1	1
0.35	9.423	0.00035	1	1
0.4	9.747	4e-04	1	1
0.45	9.982	0.00045	1	1
0.5	10.188	5e-04	1	1
0.55	10.365	0.00055	1	1
0.6	10.512	6e-04	1	1
0.65	10.629	0.00065	1	1
0.7	10.747	7e-04	1	1
0.75	10.824	0.00075	1	1
0.8	10.909	8e-04	1	1
0.85	10.997	0.00085	1	1
0.9	11.056	9e-04	1	1
