[ml]	pH	L_titrant	sim	wt
0	4.069	0	1	1
0.05	3.936	5e-05	1	1
0.1	3.671	1e-04	1	1
0.15	3.538	0.00015	1	1
0.2	3.405	2e-04	1	1
0.25	3.287	0.00025	1	1
0.3	3.081	3e-04	1	1
0.35	2.994	0.00035	1	1
