[ml]	pH	L_titrant	sim	wt
0	6.215	0	1	1
0.05	6.215	5e-05	1	1
0.1	6.576	1e-04	1	1
0.15	7.01	0.00015	1	1
0.2	7.46	2e-04	1	1
0.25	7.88	0.00025	1	1
0.3	8.241	3e-04	1	1
0.35	8.616	0.00035	1	1
0.4	8.931	4e-04	1	1
0.45	9.201	0.00045	1	1
0.5	9.466	5e-04	1	1
0.55	9.711	0.00055	1	1
0.6	9.928	6e-04	1	1
0.65	10.131	0.00065	1	1
0.7	10.297	7e-04	1	1
0.75	10.432	0.00075	1	1
0.8	10.567	8e-04	1	1
0.85	10.672	0.00085	1	1
0.9	10.777	9e-04	1	1
0.95	10.852	0.00095	1	1
1	10.935	0.001	1	1
1.05	11.002	0.00105	1	1
