[ml]	pH	L_titrant	sim	wt
0	6.253	0	1	1
0.05	6.253	5e-05	1	1
0.1	7.739	1e-04	1	1
0.15	8.843	0.00015	1	1
0.2	9.339	2e-04	1	1
0.25	9.689	0.00025	1	1
0.3	9.977	3e-04	1	1
0.35	10.188	0.00035	1	1
0.4	10.372	4e-04	1	1
0.45	10.514	0.00045	1	1
0.5	10.641	5e-04	1	1
0.55	10.741	0.00055	1	1
0.6	10.825	6e-04	1	1
0.65	10.896	0.00065	1	1
0.7	10.967	7e-04	1	1
0.75	11.024	0.00075	1	1
