[ml]	pH	L_titrant	sim	wt
0	5.443	0	1	1
0.05	4.084	5e-05	1	1
0.1	3.5	1e-04	1	1
0.15	3.236	0.00015	1	1
0.2	3.069	2e-04	1	1
0.25	2.933	0.00025	1	1
