[ml]	pH	L_titrant	sim	wt
0	6.122	0	1	1
0.05	6.062	5e-05	1	1
0.1	5.706	1e-04	1	1
0.15	5.34	0.00015	1	1
0.2	5.099	2e-04	1	1
0.25	4.844	0.00025	1	1
0.3	4.603	3e-04	1	1
0.35	4.315	0.00035	1	1
0.4	4.186	4e-04	1	1
0.45	3.941	0.00045	1	1
0.5	3.761	5e-04	1	1
0.55	3.61	0.00055	1	1
0.6	3.474	6e-04	1	1
0.65	3.354	0.00065	1	1
0.7	3.249	7e-04	1	1
0.75	3.158	0.00075	1	1
0.8	3.079	8e-04	1	1
0.85	3.001	0.00085	1	1
0.9	2.933	9e-04	1	1
