[ml]	pH	L_titrant	sim	wt
0	6.11	0	1	1
0.05	6.29	5e-05	1	1
0.1	6.665	1e-04	1	1
0.15	7.055	0.00015	1	1
0.2	7.535	2e-04	1	1
0.25	8.106	0.00025	1	1
0.3	8.676	3e-04	1	1
0.35	9.118	0.00035	1	1
0.4	9.471	4e-04	1	1
0.45	9.801	0.00045	1	1
0.5	9.981	5e-04	1	1
0.55	10.192	0.00055	1	1
0.6	10.282	6e-04	1	1
0.65	10.507	0.00065	1	1
0.7	10.567	7e-04	1	1
0.75	10.657	0.00075	1	1
0.8	10.732	8e-04	1	1
0.85	10.972	0.00085	1	1
0.9	11.045	9e-04	1	1
