[ml]	pH	L_titrant	sim	wt
0	6.157	0	1	1
0.05	6.157	5e-05	1	1
0.1	6.983	1e-04	1	1
0.15	8.697	0.00015	1	1
0.2	9.305	2e-04	1	1
0.25	9.49	0.00025	1	1
0.3	10.174	3e-04	1	1
0.35	10.302	0.00035	1	1
0.4	10.387	4e-04	1	1
0.45	10.63	0.00045	1	1
0.5	10.715	5e-04	1	1
0.55	10.772	0.00055	1	1
0.6	10.9	6e-04	1	1
0.65	10.957	0.00065	1	1
0.7	11	7e-04	1	1
