[ml]	pH	L_titrant	sim	wt
0	5.675	0	1	1
0.05	5.981	5e-05	1	1
0.1	10.013	1e-04	1	1
0.15	10.417	0.00015	1	1
0.2	10.634	2e-04	1	1
0.25	10.791	0.00025	1	1
0.3	10.91	3e-04	1	1
0.35	11.001	0.00035	1	1
