[ml]	pH	L_titrant	sim	wt
0	5.937	0	1	1
0.05	7.551	5e-05	1	1
0.1	10.035	1e-04	1	1
0.15	10.387	0.00015	1	1
0.2	10.587	2e-04	1	1
0.25	10.731	0.00025	1	1
0.3	10.851	3e-04	1	1
0.35	10.941	0.00035	1	1
0.4	11.03	4e-04	1	1
