[ml]	pH	L_titrant	sim	wt
0	5.941	0	1	1
0.05	5.689	5e-05	1	1
0.1	4.71	1e-04	1	1
0.15	4.203	0.00015	1	1
0.2	3.853	2e-04	1	1
0.25	3.594	0.00025	1	1
0.3	3.401	3e-04	1	1
0.35	3.252	0.00035	1	1
0.4	3.134	4e-04	1	1
0.45	3.03	0.00045	1	1
0.5	2.924	5e-04	1	1
