[ml]	pH	L_titrant	sim	wt
0	5.799	0	1	1
0.05	5.845	5e-05	1	1
0.1	8.58	1e-04	1	1
0.15	9.974	0.00015	1	1
0.2	10.311	2e-04	1	1
0.25	10.532	0.00025	1	1
0.3	10.703	3e-04	1	1
0.35	10.827	0.00035	1	1
0.4	10.935	4e-04	1	1
0.45	11.037	0.00045	1	1
