[ml]	pH	L_titrant	sim	wt
0	5.958	0	1	1
0.05	5.551	5e-05	1	1
0.1	5.22	1e-04	1	1
0.15	4.949	0.00015	1	1
0.2	4.723	2e-04	1	1
0.25	4.513	0.00025	1	1
0.3	4.317	3e-04	1	1
0.35	4.136	0.00035	1	1
0.4	3.956	4e-04	1	1
0.45	3.805	0.00045	1	1
0.5	3.651	5e-04	1	1
0.55	3.513	0.00055	1	1
0.6	3.384	6e-04	1	1
0.65	3.269	0.00065	1	1
0.7	3.173	7e-04	1	1
0.75	3.09	0.00075	1	1
0.8	3.015	8e-04	1	1
0.85	2.948	0.00085	1	1
