[ml]	pH	L_titrant	sim	wt
0	6.142	0	1	1
0.05	6.215	5e-05	1	1
0.1	6.833	1e-04	1	1
0.15	7.51	0.00015	1	1
0.2	8.245	2e-04	1	1
0.25	8.9	0.00025	1	1
0.3	9.055	3e-04	1	1
0.35	9.452	0.00035	1	1
0.4	9.995	4e-04	1	1
0.45	10.144	0.00045	1	1
0.5	10.306	5e-04	1	1
0.55	10.438	0.00055	1	1
0.6	10.571	6e-04	1	1
0.65	10.674	0.00065	1	1
0.7	10.768	7e-04	1	1
0.75	10.85	0.00075	1	1
0.8	10.924	8e-04	1	1
0.85	11.012	0.00085	1	1
