[ml]	pH	L_titrant	sim	wt
0	5.912	0	1	1
0.05	5.942	5e-05	1	1
0.1	5.232	1e-04	1	1
0.15	4.96	0.00015	1	1
0.2	4.738	2e-04	1	1
0.25	4.53	0.00025	1	1
0.3	4.338	3e-04	1	1
0.35	4.151	0.00035	1	1
0.4	3.956	4e-04	1	1
0.45	3.79	0.00045	1	1
0.5	3.64	5e-04	1	1
0.55	3.489	0.00055	1	1
0.6	3.368	6e-04	1	1
0.65	3.249	0.00065	1	1
0.7	3.158	7e-04	1	1
0.75	3.053	0.00075	1	1
0.8	2.978	8e-04	1	1
