[ml]	pH	L_titrant	sim	wt
0	5.308	0	1	1
0.05	4.924	5e-05	1	1
0.1	3.923	1e-04	1	1
0.15	3.582	0.00015	1	1
0.2	3.361	2e-04	1	1
0.25	3.204	0.00025	1	1
0.3	3.087	3e-04	1	1
0.35	2.992	0.00035	1	1
