[ml]	pH	L_titrant	sim	wt
0	5.898	0	1	1
0.05	5.581	5e-05	1	1
0.1	5.25	1e-04	1	1
0.15	5.009	0.00015	1	1
0.2	4.798	2e-04	1	1
0.25	4.592	0.00025	1	1
0.3	4.392	3e-04	1	1
0.35	4.197	0.00035	1	1
0.4	4.031	4e-04	1	1
0.45	3.865	0.00045	1	1
0.5	3.688	5e-04	1	1
0.55	3.55	0.00055	1	1
0.6	3.414	6e-04	1	1
0.65	3.294	0.00065	1	1
0.7	3.189	7e-04	1	1
0.75	3.096	0.00075	1	1
0.8	3.008	8e-04	1	1
0.85	2.933	0.00085	1	1
