[ml]	pH	L_titrant	sim	wt
0	6.142	0	1	1
0.05	6.333	5e-05	1	1
0.1	6.76	1e-04	1	1
0.15	7.437	0.00015	1	1
0.2	8.532	2e-04	1	1
0.25	9.143	0.00025	1	1
0.3	9.513	3e-04	1	1
0.35	9.82	0.00035	1	1
0.4	10.056	4e-04	1	1
0.45	10.247	0.00045	1	1
0.5	10.409	5e-04	1	1
0.55	10.556	0.00055	1	1
0.6	10.674	6e-04	1	1
0.65	10.763	0.00065	1	1
0.7	10.85	7e-04	1	1
0.75	10.924	0.00075	1	1
0.8	10.997	8e-04	1	1
0.85	11.056	0.00085	1	1
