[ml]	pH	L_titrant	sim	wt
0	6.134	0	1	1
0.05	5.953	5e-05	1	1
0.1	5.635	1e-04	1	1
0.15	5.367	0.00015	1	1
0.2	5.131	2e-04	1	1
0.25	4.918	0.00025	1	1
0.3	4.718	3e-04	1	1
0.35	4.526	0.00035	1	1
0.4	4.349	4e-04	1	1
0.45	4.172	0.00045	1	1
0.5	3.995	5e-04	1	1
0.55	3.833	0.00055	1	1
0.6	3.671	6e-04	1	1
0.65	3.538	0.00065	1	1
0.7	3.405	7e-04	1	1
0.75	3.302	0.00075	1	1
0.8	3.197	8e-04	1	1
0.85	3.108	0.00085	1	1
0.9	3.022	9e-04	1	1
0.95	2.963	0.00095	1	1
