[ml]	pH	L_titrant	sim	wt
0	6.09	0	1	1
0.05	6.105	5e-05	1	1
0.1	4.367	1e-04	1	1
0.15	3.892	0.00015	1	1
0.2	3.579	2e-04	1	1
0.25	3.371	0.00025	1	1
0.3	3.223	3e-04	1	1
0.35	3.089	0.00035	1	1
0.4	3	4e-04	1	1
