[ml]	pH	L_titrant	sim	wt
0	5.972	0	1	1
0.05	5.776	5e-05	1	1
0.1	5.353	1e-04	1	1
0.15	5.039	0.00015	1	1
0.2	4.783	2e-04	1	1
0.25	4.558	0.00025	1	1
0.3	4.347	3e-04	1	1
0.35	4.151	0.00035	1	1
0.4	3.956	4e-04	1	1
0.45	3.775	0.00045	1	1
0.5	3.616	5e-04	1	1
0.55	3.474	0.00055	1	1
0.6	3.354	6e-04	1	1
0.65	3.24	0.00065	1	1
0.7	3.154	7e-04	1	1
0.75	3.068	0.00075	1	1
0.8	2.993	8e-04	1	1
