[ml]	pH	L_titrant	sim	wt
0	5.986	0	1	1
0.05	5.522	5e-05	1	1
0.1	4.919	1e-04	1	1
0.15	4.457	0.00015	1	1
0.2	4.099	2e-04	1	1
0.25	3.817	0.00025	1	1
0.3	3.579	3e-04	1	1
0.35	3.401	0.00035	1	1
0.4	3.252	4e-04	1	1
0.45	3.134	0.00045	1	1
0.5	3.03	5e-04	1	1
0.55	2.955	0.00055	1	1
