[ml]	pH	L_titrant	sim	wt
0	6.615	0	1	1
0.05	7.522	5e-05	1	1
0.1	8.983	1e-04	1	1
0.15	9.514	0.00015	1	1
0.2	9.845	2e-04	1	1
0.25	10.094	0.00025	1	1
0.3	10.299	3e-04	1	1
0.35	10.45	0.00035	1	1
0.4	10.586	4e-04	1	1
0.45	10.692	0.00045	1	1
0.5	10.797	5e-04	1	1
0.55	10.873	0.00055	1	1
0.6	10.945	6e-04	1	1
0.65	11.009	0.00065	1	1
