[ml]	pH	L_titrant	sim	wt
0	6.001	0	1	1
0.05	5.394	5e-05	1	1
0.1	4.751	1e-04	1	1
0.15	4.322	0.00015	1	1
0.2	3.995	2e-04	1	1
0.25	3.876	0.00025	1	1
0.3	3.513	3e-04	1	1
0.35	3.342	0.00035	1	1
0.4	3.208	4e-04	1	1
0.45	3.104	0.00045	1	1
0.5	3	5e-04	1	1
