[ml]	pH	L_titrant	sim	wt
0	5.411	0	1	1
0.05	4.645	5e-05	1	1
0.1	3.922	1e-04	1	1
0.15	3.612	0.00015	1	1
0.2	3.393	2e-04	1	1
0.25	3.233	0.00025	1	1
0.3	3.096	3e-04	1	1
0.35	2.978	0.00035	1	1
