[ml]	pH	L_titrant	sim	wt
0	5.564	0	1	1
0.05	5.11	5e-05	1	1
0.1	3.799	1e-04	1	1
0.15	3.417	0.00015	1	1
0.2	3.19	2e-04	1	1
0.25	3.039	0.00025	1	1
0.3	2.918	3e-04	1	1
