[ml]	pH	L_titrant	sim	wt
0	6.532	0	1	1
0.05	6.545	5e-05	1	1
0.1	4.816	1e-04	1	1
0.15	4.246	0.00015	1	1
0.2	3.891	2e-04	1	1
0.25	3.644	0.00025	1	1
0.3	3.45	3e-04	1	1
0.35	3.302	0.00035	1	1
0.4	3.184	4e-04	1	1
0.45	3.096	0.00045	1	1
0.5	3.008	5e-04	1	1
0.55	2.933	0.00055	1	1
