[ml]	pH	L_titrant	sim	wt
0	6.252	0	1	1
0.05	7.711	5e-05	1	1
0.1	9.746	1e-04	1	1
0.15	10.168	0.00015	1	1
0.2	10.432	2e-04	1	1
0.25	10.597	0.00025	1	1
0.3	10.731	3e-04	1	1
0.35	10.849	0.00035	1	1
0.4	10.94	4e-04	1	1
0.45	11.06	0.00045	1	1
