[ml]	pH	L_titrant	sim	wt
0	6.073	0	1	1
0.05	8.497	5e-05	1	1
0.1	9.985	1e-04	1	1
0.15	10.328	0.00015	1	1
0.2	10.548	2e-04	1	1
0.25	10.701	0.00025	1	1
0.3	10.821	3e-04	1	1
0.35	10.925	0.00035	1	1
0.4	11.03	4e-04	1	1
