[ml]	pH	L_titrant	sim	wt
0	6.148	0	1	1
0.05	7.623	5e-05	1	1
0.1	9.808	1e-04	1	1
0.15	10.223	0.00015	1	1
0.2	10.474	2e-04	1	1
0.25	10.648	0.00025	1	1
0.3	10.791	3e-04	1	1
0.35	10.895	0.00035	1	1
0.4	10.989	4e-04	1	1
0.45	11.074	0.00045	1	1
